"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2025年3月"
"集計期間終了月","2025年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","1","0","0","0","0","1","0","0","",""
"中央区","1","4","0","1","1","0","0","0","0","",""
"みなと","5","2","5","1","0","0","1","0","0","",""
"新宿区","11","1","1","7","0","0","4","0","0","",""
"文京","1","1","0","0","0","0","2","0","0","",""
"台東","1","0","0","0","0","0","0","0","0","",""
"墨田区","5","0","2","1","0","0","1","0","0","",""
"江東区","6","2","1","6","0","0","0","0","0","",""
"品川区","34","6","14","16","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","0","0","0","0","0","3","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","0","",""
"渋谷区","5","1","4","5","0","0","0","0","0","",""
"中野区","8","0","0","3","0","0","0","0","0","",""
"杉並","3","0","0","0","0","0","3","0","0","",""
"池袋","10","0","0","4","0","0","1","0","0","",""
"北区","0","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","1","2","0","0","0","4","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","4","1","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","2","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","3","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","6","1","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","95","20","30","44","1","0","35","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2025年3月"
"集計期間終了月","2025年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","",""
"中央区","0","2","0","0","0","0","0","0","0","",""
"みなと","0","3","1","0","0","0","0","0","0","",""
"新宿区","3","0","0","0","0","0","2","0","1","",""
"文京","0","0","0","0","0","0","1","0","0","",""
"台東","0","2","6","7","2","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","2","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","",""
"品川区","38","2","0","6","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","0","0","0","3","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","",""
"渋谷区","9","4","3","1","0","0","1","0","0","",""
"中野区","0","1","0","0","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","0","0","0","",""
"池袋","2","0","0","2","0","0","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","0","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","1","0","1","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","11","1","0","2","1","0","0","0","0","",""
"八王子市","7","1","0","0","1","0","0","0","0","",""
"町田市","1","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","11","1","0","0","0","0","1","0","0","",""
"多摩府中","1","1","0","0","0","0","3","1","0","",""
"多摩小平","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","93","18","11","18","5","0","17","1","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2025年3月"
"集計期間終了月","2025年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","1","0","0","0","0","2","0","0","2","2"
"中央区","1","6","0","1","1","0","0","0","0","3","0"
"みなと","5","5","6","1","0","0","1","0","0","2","1"
"新宿区","14","1","1","7","0","0","6","0","1","6","2"
"文京","1","1","0","0","0","0","3","0","0","1","1"
"台東","1","2","6","7","2","0","0","0","0","2","0"
"墨田区","5","0","2","1","0","0","3","0","0","2","1"
"江東区","6","2","1","6","0","0","0","0","0","2","0"
"品川区","72","8","14","22","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","4","0","0","0","0","0","6","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","0","0","0","2"
"渋谷区","14","5","7","6","0","0","1","0","0","5","1"
"中野区","8","1","0","3","0","0","0","0","0","2","0"
"杉並","4","0","0","0","0","0","3","0","0","2","2"
"池袋","12","0","0","6","0","0","1","0","0","3","1"
"北区","0","0","1","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","2","1","2","0","0","0","5","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","0","1","0","1","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","0","0","0","0","1"
"江戸川","15","2","0","2","1","0","0","0","0","2","0"
"八王子市","7","1","0","0","1","0","2","0","0","4","1"
"町田市","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","3","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","11","1","0","0","0","0","1","0","0","2","1"
"多摩府中","1","1","0","0","0","0","9","2","0","3","3"
"多摩小平","0","0","0","0","0","0","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","188","38","41","62","6","0","52","2","1","54","25"


