"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年13週"
"集計期間終了週","2025年13週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","19","21","6","1","18","101","4","3","10","3","1","1","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"区南部","43","17","9","2","23","104","8","2","7","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","40","27","5","1","39","75","8","0","3","0","0","1","1","0","0","3","1","0","0","0","4","1","4","","","","","",""
"区西部","19","38","6","1","34","100","6","1","8","0","0","0","0","1","0","0","0","0","0","0","0","0","5","","","","","",""
"区西北部","50","51","13","1","58","144","5","1","5","3","0","0","1","0","0","2","0","0","1","0","0","0","3","","","","","",""
"区東北部","48","42","6","5","25","99","9","1","18","2","0","0","0","2","0","0","0","0","0","0","4","0","2","","","","","",""
"区東部","35","29","9","2","34","124","2","0","13","3","0","1","2","0","0","1","0","0","0","0","0","0","5","","","","","",""
"西多摩","18","11","0","0","2","28","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"南多摩","36","56","4","0","23","110","4","1","17","1","0","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","11","14","1","0","22","32","1","0","9","1","0","3","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","37","34","4","1","48","80","22","0","8","4","0","0","1","0","0","1","0","0","1","0","1","0","5","","","","","",""
"北多摩北部","31","41","4","0","28","74","4","0","14","2","0","1","0","0","0","0","0","0","0","0","1","0","4","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","387","382","67","14","354","1071","73","9","116","23","1","8","7","3","0","9","2","0","2","0","10","1","33","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年13週"
"集計期間終了週","2025年13週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","27","17","6","1","9","81","4","1","7","1","1","2","0","0","0","1","0","0","0","0","0","1","3","","","","","",""
