"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年42週"
"集計期間終了週","2025年42週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","2","40","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","8","5","107","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","26","7","213","2","0","4","7","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","22","8","169","3","2","13","12","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"文京","31","4","274","1","0","6","8","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","10","6","153","2","0","0","33","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","17","6","64","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"江東区","49","9","415","1","3","7","30","1","2","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"品川区","40","6","242","2","1","1","18","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","33","3","140","0","0","1","7","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","49","12","380","13","0","13","31","1","1","1","6","2","0","0","0","0","2","0","0","0","0","0","1","0","","","","","","",""
"世田谷","111","13","584","5","2","5","17","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","1","","","","","","",""
"渋谷区","15","9","107","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"中野区","91","4","592","0","0","10","7","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","52","5","275","4","0","5","10","0","2","0","0","0","0","0","0","0","0","0","0","3","0","0","2","3","","","","","","",""
"池袋","36","4","249","2","0","5","8","0","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","26","8","252","2","1","6","12","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","26","2","221","4","1","2","12","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","49","9","325","0","0","2","17","0","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"練馬区","51","9","434","0","1","7","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","36","12","537","14","4","12","28","2","2","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","27","5","265","2","0","6","18","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"江戸川","55","25","592","3","1","7","21","1","0","1","1","3","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","61","18","933","2","0","17","39","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","4","","","","","","",""
"町田市","80","10","863","4","0","35","48","3","0","1","1","5","3","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","14","9","177","2","0","5","9","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"南多摩","33","11","389","2","0","4","19","0","0","1","1","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","32","12","404","4","0","10","28","0","10","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
