"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","5","1","0","0"
"1～4歳","0","0","0","0","0","0","5","6","0","0"
"5～9歳","0","0","0","0","0","0","4","0","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0","0"
"15～19歳","1","0","1","2","0","0","1","0","0","0"
"20～24歳","17","4","4","15","0","1","0","0","0","0"
"25～29歳","18","6","8","11","0","3","0","1","0","0"
"30～34歳","17","15","6","14","0","4","0","0","0","0"
"35～39歳","15","10","6","19","0","1","1","0","0","0"
"40～44歳","9","9","9","4","0","0","1","0","1","0"
"45～49歳","10","7","10","8","0","2","0","0","0","0"
"50～54歳","8","6","4","4","0","0","1","0","0","0"
"55～59歳","2","3","2","1","0","0","3","0","0","0"
"60～64歳","1","3","0","1","0","0","2","2","0","0"
"65～69歳","1","1","0","0","0","0","4","1","0","0"
"70歳以上","0","1","0","0","0","0","20","7","1","0"
"合計","99","65","50","79","0","11","49","18","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","2","0","0","0"
"1～4歳","0","0","0","0","0","0","1","3","1","0"
"5～9歳","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","5","2","2","0","1","0","3","0","0","0"
"20～24歳","22","7","9","2","1","0","0","1","0","0"
"25～29歳","21","8","6","5","1","0","1","0","0","0"
"30～34歳","9","4","4","1","0","1","1","1","0","0"
"35～39歳","2","1","1","1","2","0","1","0","0","0"
"40～44歳","5","2","1","0","2","0","0","0","0","0"
"45～49歳","3","2","0","0","0","0","0","1","0","0"
"50～54歳","0","1","0","0","2","0","0","0","0","0"
"55～59歳","0","1","0","0","1","0","0","1","0","0"
"60～64歳","0","0","0","0","1","0","2","0","0","0"
"65～69歳","0","0","0","0","0","0","1","1","0","0"
"70歳以上","0","1","0","0","0","0","13","3","0","0"
"合計","67","29","23","9","11","1","26","11","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","7","1","0","0"
"1～4歳","0","0","0","0","0","0","6","9","1","0"
"5～9歳","0","0","0","0","0","0","4","0","0","0"
"10～14歳","0","0","0","0","0","0","3","0","0","0"
"15～19歳","6","2","3","2","1","0","4","0","0","0"
"20～24歳","39","11","13","17","1","1","0","1","0","0"
"25～29歳","39","14","14","16","1","3","1","1","0","0"
"30～34歳","26","19","10","15","0","5","1","1","0","0"
"35～39歳","17","11","7","20","2","1","2","0","0","0"
"40～44歳","14","11","10","4","2","0","1","0","1","0"
"45～49歳","13","9","10","8","0","2","0","1","0","0"
"50～54歳","8","7","4","4","2","0","1","0","0","0"
"55～59歳","2","4","2","1","1","0","3","1","0","0"
"60～64歳","1","3","0","1","1","0","4","2","0","0"
"65～69歳","1","1","0","0","0","0","5","2","0","0"
"70歳以上","0","2","0","0","0","0","33","10","1","0"
"合計","166","94","73","88","11","12","75","29","3","0"
"定点数","54","54","54","54","54","54","25","25","25","25"


