"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","6","0","5","17","0","0","1","0","0","0","",""
"中央区","9","2","0","3","0","0","0","0","0","0","",""
"みなと","6","23","5","4","0","0","4","0","0","0","",""
"新宿区","26","19","23","27","0","7","14","0","0","0","",""
"文京","2","2","2","0","0","2","3","5","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","1","1","1","0","0","0","1","0","0","0","",""
"江東区","12","5","4","9","0","0","0","0","0","0","",""
"品川区","3","5","5","4","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","1","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","10","2","1","4","0","1","0","0","0","0","",""
"中野区","3","3","0","2","0","0","0","0","0","0","",""
"杉並","2","0","0","1","0","0","2","0","0","0","",""
"池袋","10","2","2","4","0","1","0","3","0","0","",""
"北区","2","0","1","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","1","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","1","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","1","0","",""
"江戸川","2","1","0","2","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","16","5","0","0","",""
"多摩小平","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","99","65","50","79","0","11","49","18","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","0","",""
"中央区","1","0","0","0","0","0","0","0","0","0","",""
"みなと","6","5","5","1","1","0","2","0","0","0","",""
"新宿区","7","3","7","1","1","1","5","2","0","0","",""
"文京","0","0","0","0","0","0","1","0","0","0","",""
"台東","0","1","0","0","1","0","0","0","0","0","",""
"墨田区","0","0","1","0","0","0","1","0","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","6","0","1","0","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","0","",""
"渋谷区","6","10","3","1","2","0","0","0","0","0","",""
"中野区","1","0","1","0","3","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","1","0","0","0","",""
"池袋","5","2","4","1","1","0","2","0","0","0","",""
"北区","0","0","1","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","7","2","0","1","0","0","3","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","1","1","0","",""
"江戸川","8","0","0","0","2","0","0","0","0","0","",""
"八王子市","5","1","0","1","0","0","0","0","0","0","",""
"町田市","3","4","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","1","0","3","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","10","8","0","0","",""
