"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2017年22週"
"集計期間終了週","2017年22週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","3","4","0","15","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","6","22","4","88","2","9","0","28","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","16","44","21","179","7","41","5","59","0","6","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","5","18","34","116","4","34","1","10","0","5","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","3","4","29","63","124","4","12","2","5","0","3","3","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","1","1","14","74","106","7","8","0","1","0","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","1","1","8","72","86","10","6","4","1","0","0","5","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6歳","1","0","1","45","58","9","2","3","0","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","5","35","31","8","1","1","0","0","1","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","34","42","6","2","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","3","14","30","6","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","2","0","5","37","83","5","0","1","0","0","1","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","0","4","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","0","1","17","85","1","2","0","0","0","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
