"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年11週
"集計期間終了週",2004年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","78","60","138","178"
"RSウイルス感染症","5","4","9","142"
"咽頭結膜熱","9","7","16","142"
"Ａ群溶血性レンサ球菌咽頭炎","108","101","209","142"
"感染性胃腸炎","714","617","1331","142"
"水痘","67","69","136","142"
"手足口病","2","2","4","142"
"伝染性紅斑","28","31","59","142"
"突発性発しん","39","31","70","142"
"百日咳","1","0","1","142"
"風しん","2","4","6","142"
"ヘルパンギーナ","4","1","5","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","18","9","27","142"
"不明発しん症","4","4","8","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","10","11","21","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
