"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年38週"
"集計期間終了週","2025年38週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","0","8","756","8","0","0","12","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"～1歳","1","11","*","31","3","3","38","0","5","0","6","21","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","2","16","4034","77","12","7","83","1","24","2","21","40","0","5","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"2歳","5","8","*","32","4","9","67","4","10","4","7","25","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","10","6","*","5","3","21","54","2","5","5","4","13","1","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","7","7","*","3","3","12","54","4","6","9","3","8","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","10","9","2507","2","3","33","58","3","6","6","0","8","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","13","8","*","4","2","14","48","1","4","2","0","5","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","8","12","*","0","0","21","26","3","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","7","10","*","0","1","10","37","0","1","1","0","4","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"9歳","8","22","*","2","0","15","31","2","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","69","157","1109","0","0","29","76","10","1","0","0","1","2","0","0","0","3","0","0","2","0","0","1","1","0","0","0","0","0","1","0","1","0","0"
"15～19歳","39","121","462","0","0","9","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"20～29歳","13","61","325","0","1","7","33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","8","63","331","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","6","91","319","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"50～59歳","5","86","274","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","61","203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"70～79歳","1","30","133","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","17","0","0","0","0","0","1","0","1","1","16"
"80歳以上","0","34","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","1","1","13"
"合計","213","821","10539","164","32","190","633","33","68","31","41","130","8","14","2","0","22","0","0","7","0","0","6","45","0","0","1","0","0","5","1","4","2","41"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年38週"
"集計期間終了週","2025年38週"
"性別","女性"

