"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年31週"
"集計期間終了週","2002年31週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","3","0","1","0","2","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0"
"～1歳","0","0","1","0","9","7","9","0","27","1","1","15","2","0","4","0","0","0","0","0","0","0","0","0"
"1歳","0","0","2","0","22","15","14","0","12","0","0","40","2","3","3","0","0","0","0","1","0","0","0","0"
"2歳","0","0","1","0","6","9","21","1","2","0","0","27","1","3","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","3","1","14","6","18","4","0","0","0","28","0","6","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","3","2","17","6","17","1","0","0","0","18","0","8","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","3","3","10","4","8","3","0","0","0","16","0","6","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","1","5","0","1","3","0","0","0","6","0","7","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","2","8","2","3","1","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","0","9","3","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","1","10","1","1","0","0","0","0","5","0","2","1","0","0","0","0","0","0","1","0","0"
"15～19歳","0","0","0","1","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","0","1","18","0","0","0","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","2"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","18","12","143","53","94","13","43","1","1","167","9","39","9","0","0","6","0","2","0","1","0","3"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年31週"
"集計期間終了週","2002年31週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","0","1","1","0","5","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0"
"～1歳","0","0","1","0","7","4","7","0","19","0","0","16","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","1","15","12","19","0","9","0","1","34","1","2","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","2","0","15","14","24","3","3","0","0","30","1","3","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","2","2","9","9","10","0","0","0","0","16","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","2","3","14","6","7","3","0","0","0","20","0","5","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","0","1","10","4","3","1","0","0","0","9","0","8","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","3","5","3","3","1","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","1","4","0","3","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","3","5","1","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0"
"20～29歳","0","0","0","2","32","1","4","0","0","0","0","4","0","2","1","0","0","1","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","17","17","124","56","84","10","36","0","1","142","5","28","4","0","0","5","0","0","1","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年31週"
"集計期間終了週","2002年31週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","3","1","2","0","7","0","0","4","0","0","1","0","0","1","0","1","0","0","0","0"
"～1歳","0","0","2","0","16","11","16","0","46","1","1","31","2","0","5","0","0","0","0","0","0","0","0","0"
"1歳","0","0","3","1","37","27","33","0","21","0","1","74","3","5","4","0","0","0","0","1","0","0","0","0"
"2歳","0","0","3","0","21","23","45","4","5","0","0","57","2","6","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","5","3","23","15","28","4","0","0","0","44","0","8","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","5","5","31","12","24","4","0","0","0","38","0","13","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","3","4","20","8","11","4","0","0","0","25","0","14","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","4","10","3","4","4","0","0","0","11","2","10","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","3","12","2","6","3","0","0","0","5","2","2","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","0","13","3","4","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","1","8","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","2","4","15","2","1","0","0","0","0","7","1","4","1","0","0","0","0","0","0","1","0","0"
"15～19歳","0","0","0","1","8","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","1","0","0","0"
"20～29歳","0","0","0","3","50","1","4","0","0","0","0","8","2","3","1","0","0","1","0","0","0","0","0","2"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","35","29","267","109","178","23","79","1","2","309","14","67","13","0","0","11","0","2","1","1","0","3"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25","25"


