"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年4週"
"集計期間終了週","2025年4週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","68","33","2","2","15","120","12","4","21","7","0","1","0","0","0","2","0","0","0","0","0","3","6","","","","","",""
"区南部","90","58","6","2","21","99","4","2","16","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","92","52","7","0","30","81","3","0","20","6","0","1","1","0","0","2","0","0","1","0","0","4","6","","","","","",""
"区西部","103","48","5","1","25","80","2","0","26","2","0","2","0","1","0","1","0","0","2","0","0","2","7","","","","","",""
"区西北部","187","88","9","5","50","98","7","1","41","0","0","0","0","1","0","1","0","0","0","0","0","0","6","","","","","",""
"区東北部","110","99","22","7","37","106","5","0","35","9","0","1","0","0","0","0","0","0","2","0","0","0","1","","","","","",""
"区東部","168","62","10","4","35","121","5","1","40","2","0","1","1","1","0","1","0","0","0","0","0","3","3","","","","","",""
"西多摩","45","23","0","0","6","16","1","0","2","0","0","0","0","0","0","0","0","0","2","0","0","1","3","","","","","",""
"南多摩","175","97","2","1","26","128","2","1","40","2","0","0","0","0","0","1","0","0","0","0","0","0","19","","","","","",""
"北多摩西部","64","31","1","2","21","37","1","0","16","0","1","1","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","168","66","5","2","42","102","4","1","22","0","0","0","0","0","0","1","0","0","1","0","0","5","8","","","","","",""
"北多摩北部","86","44","7","2","23","85","6","0","36","3","0","1","0","2","0","0","0","0","0","0","0","3","9","","","","","",""
"島しょ","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1362","703","76","28","331","1073","52","10","315","33","1","8","2","6","0","10","0","0","8","0","0","21","69","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年4週"
"集計期間終了週","2025年4週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","94","42","6","2","26","83","6","1","22","7","0","1","0","0","0","2","0","1","0","0","0","2","6","","","","","",""
"区南部","104","51","12","2","16","93","6","2","17","1","0","0","0","1","0","2","0","0","0","0","0","0","0","","","","","",""
"区西南部","93","66","2","1","21","76","4","0","11","3","1","1","1","1","0","2","0","0","1","0","0","1","4","","","","","",""
"区西部","103","62","5","1","23","93","3","1","20","4","0","2","0","1","0","1","0","0","2","0","0","3","2","","","","","",""
"区西北部","192","104","10","2","50","124","4","4","33","4","0","0","0","1","0","1","0","0","1","0","0","0","2","","","","","",""
"区東北部","127","77","27","6","22","128","5","1","29","3","0","1","0","0","0","2","0","0","2","0","0","2","2","","","","","",""
"区東部","146","67","9","4","22","119","3","1","34","5","0","1","1","1","0","1","1","0","0","0","0","1","3","","","","","",""
"西多摩","39","41","0","1","2","16","1","1","4","0","0","0","0","0","0","0","0","0","2","0","0","2","3","","","","","",""
"南多摩","174","97","6","2","26","99","2","1","42","2","0","0","1","0","0","1","0","0","0","0","0","0","10","","","","","",""
"北多摩西部","66","34","1","1","18","26","1","0","17","0","1","1","0","0","0","1","0","0","1","0","0","0","2","","","","","",""
"北多摩南部","172","68","4","2","29","82","4","1","22","3","0","2","2","0","0","1","0","0","1","0","0","2","5","","","","","",""
"北多摩北部","84","51","3","5","24","85","2","0","33","2","0","1","0","2","0","0","0","0","1","0","0","5","4","","","","","",""
