"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2007年50週"
"集計期間終了週","2007年50週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","2","9","0","0","9","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","8","19","0","3","80","4","1","0","27","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","32","16","5","6","254","21","6","0","26","0","0","2","0","1","2","1","0","0","0","0","2","0","0"
"2歳","28","5","2","7","134","22","4","0","2","0","0","0","0","0","1","2","0","0","0","0","1","0","0"
"3歳","44","2","5","16","130","19","1","5","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"4歳","71","5","2","17","159","20","2","5","0","1","0","0","0","1","1","1","0","1","0","0","2","0","0"
"5歳","97","1","5","31","110","11","3","3","0","0","0","1","0","4","1","0","0","2","0","0","0","0","0"
"6歳","90","0","2","21","113","9","1","4","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"7歳","119","1","4","18","95","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"8歳","97","0","1","7","67","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","64","0","1","13","67","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","150","0","0","10","126","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","27","0","0","0","28","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","63","1","1","6","196","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"30～39歳","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40～49歳","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"50～59歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","1038","59","28","155","1568","125","19","19","57","2","0","5","0","13","7","4","0","9","1","1","9","2","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2007年50週"
"集計期間終了週","2007年50週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","2","7","0","0","16","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","2","13","2","2","74","10","1","1","21","0","0","1","0","0","2","0","1","0","0","0","0","0","0"
"1歳","24","22","2","5","190","27","5","1","14","1","0","3","0","0","2","0","0","0","0","0","0","0","0"
"2歳","31","6","2","7","136","24","5","1","2","0","0","1","0","0","1","0","0","0","0","0","2","0","0"
"3歳","45","6","3","6","124","16","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4歳","85","1","1","17","139","25","3","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"5歳","82","0","3","19","89","16","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"6歳","78","1","1","16","90","9","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","87","0","2","15","67","6","0","3","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"8歳","67","0","1","8","61","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","77","0","2","7","47","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","143","0","0","12","108","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","24","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","76","0","0","10","369","1","0","2","0","1","0","0","0","2","0","0","0","2","0","0","1","0","1"
"30～39歳","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40～49歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50～59歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1014","56","19","124","1542","142","16","18","38","2","0","8","0","9","9","0","1","5","0","0","5","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2007年50週"
"集計期間終了週","2007年50週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","4","16","0","0","25","7","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"～1歳","10","32","2","5","154","14","2","1","48","0","0","2","0","0","2","0","1","0","0","0","0","0","0"
"1歳","56","38","7","11","444","48","11","1","40","1","0","5","0","1","4","1","0","0","0","0","2","0","0"
"2歳","59","11","4","14","270","46","9","1","4","0","0","1","0","0","2","2","0","0","0","0","3","0","0"
"3歳","89","8","8","22","254","35","2","5","1","0","0","0","0","2","2","0","0","0","0","1","0","0","0"
"4歳","156","6","3","34","298","45","5","7","0","1","0","0","0","1","2","1","0","1","0","0","3","0","0"
"5歳","179","1","8","50","199","27","3","4","0","0","0","2","0","8","1","0","0","2","0","0","0","0","0"
"6歳","168","1","3","37","203","18","2","6","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"7歳","206","1","6","33","162","11","1","3","0","0","0","1","0","0","1","0","0","0","0","0","4","0","0"
"8歳","164","0","2","15","128","6","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"9歳","141","0","3","20","114","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","293","0","0","22","234","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","51","0","0","0","60","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","139","1","1","16","565","1","0","2","0","2","0","0","0","3","0","0","0","3","0","0","1","0","1"
"30～39歳","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"40～49歳","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1"
"50～59歳","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"70～79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","2052","115","47","279","3110","267","35","37","95","4","0","13","0","22","16","4","1","14","1","1","14","2","2"
"定点数","289","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","39","39","25","25","25","25","25"


