"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年1月"
"集計期間終了月","2012年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","27","34","11","18","0","0","13","2","0","0","",""
"区南部","11","2","1","2","0","0","0","0","0","0","",""
"区西南部","10","3","1","4","0","0","3","0","0","0","",""
"区西部","37","19","14","41","1","4","18","5","0","0","",""
"区西北部","14","3","7","6","0","1","3","2","0","0","",""
"区東北部","0","2","0","4","0","0","1","2","1","0","",""
"区東部","13","10","0","5","0","1","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","1","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","1","0","0","20","14","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","73","34","82","1","6","64","29","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年1月"
"集計期間終了月","2012年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","6","5","7","1","1","0","1","0","0","0","",""
"区南部","9","2","0","0","0","0","1","0","0","0","",""
"区西南部","10","5","4","0","1","0","0","0","0","0","",""
"区西部","11","3","9","5","0","1","13","1","0","0","",""
"区西北部","9","8","3","3","1","0","4","2","0","0","",""
"区東北部","4","0","0","0","0","0","0","4","0","0","",""
"区東部","6","1","0","2","1","0","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","3","2","1","0","0","0","0","1","0","",""
"北多摩西部","21","2","1","4","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","21","9","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","82","29","26","16","5","1","42","19","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年1月"
"集計期間終了月","2012年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","33","39","18","19","1","0","14","2","0","0","10","4"
"区南部","20","4","1","2","0","0","1","0","0","0","3","1"
"区西南部","20","8","5","4","1","0","3","0","0","0","5","3"
"区西部","48","22","23","46","1","5","31","6","0","0","11","4"
"区西北部","23","11","10","9","1","1","7","4","0","0","6","2"
"区東北部","4","2","0","4","0","0","1","6","1","0","3","1"
"区東部","19","11","0","7","1","1","5","1","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","6","3","2","1","0","0","0","0","1","0","5","1"
"北多摩西部","21","2","1","5","1","0","0","0","0","0","2","1"
"北多摩南部","2","0","0","1","0","0","41","23","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","3","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","196","102","60","98","6","7","106","48","2","0","55","25"


