"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2024年29週"
"集計期間終了週","2024年29週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","22","0","0","2","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"中央区","1","18","0","0","0","4","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","3","35","3","0","3","6","0","40","2","2","4","0","0","0","0","0","0","0","2","0","0","1","14","","","","","",""
"新宿区","1","27","2","1","4","11","0","26","1","0","4","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","2","33","1","0","3","4","1","32","3","0","5","0","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"台東","2","24","1","1","7","20","0","50","1","3","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","62","1","2","6","3","0","32","0","2","5","0","0","0","0","0","0","0","1","0","0","0","5","","","","","",""
"江東区","0","50","2","3","19","21","1","94","3","0","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","6","30","0","0","1","10","0","27","2","0","20","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","17","0","0","2","3","0","33","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","9","72","6","2","9","30","2","120","0","2","21","2","2","0","0","0","0","0","0","0","0","0","3","","","","","",""
"世田谷","1","89","6","0","15","23","0","119","2","2","15","1","1","1","0","0","0","0","3","0","0","0","6","","","","","",""
"渋谷区","1","25","0","0","2","4","1","12","1","0","5","0","0","0","0","1","0","0","0","0","0","0","7","","","","","",""
"中野区","3","31","1","0","11","18","2","59","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","47","3","2","1","14","0","64","1","1","5","0","0","0","0","0","0","0","5","0","0","0","9","","","","","",""
"池袋","2","48","0","1","3","6","0","40","3","0","11","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","39","2","3","7","11","1","58","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","46","0","0","10","8","1","61","4","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","63","1","1","1","4","0","32","3","3","10","1","0","0","0","0","0","1","1","0","0","0","2","","","","","",""
