"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年2週
"集計期間終了週",2010年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","712","676","1388","286"
"RSウイルス感染症","35","34","69","148"
"咽頭結膜熱","6","6","12","148"
"Ａ群溶血性レンサ球菌咽頭炎","84","99","183","148"
"感染性胃腸炎","937","881","1818","148"
"水痘","76","66","142","148"
"手足口病","4","6","10","148"
"伝染性紅斑","12","10","22","148"
"突発性発しん","34","33","67","148"
"百日咳","1","2","3","148"
"ヘルパンギーナ","1","2","3","148"
"流行性耳下腺炎","46","45","91","148"
"不明発しん症","2","2","4","148"
"川崎病","1","0","1","148"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","8","6","14","39"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","1","0","1","23"
"マイコプラズマ肺炎","2","1","3","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
