"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","4","0","0","0"
"1～4歳","0","0","0","0","0","0","1","2","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","1","1","2","0","0","8","0","0","0"
"20～24歳","12","7","2","10","0","1","0","0","0","0"
"25～29歳","30","5","9","17","0","0","1","0","0","0"
"30～34歳","20","14","14","19","0","2","1","0","0","0"
"35～39歳","15","9","14","7","0","4","2","1","0","0"
"40～44歳","15","11","7","9","0","0","2","0","0","0"
"45～49歳","13","6","12","4","0","1","2","0","0","0"
"50～54歳","3","8","3","1","0","0","0","0","0","0"
"55～59歳","3","5","2","0","0","1","2","0","0","0"
"60～64歳","1","2","1","2","1","0","1","0","0","0"
"65～69歳","2","3","0","1","0","0","4","2","0","0"
"70歳以上","0","1","2","0","0","0","21","9","1","0"
"合計","114","72","67","72","1","9","51","14","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","1","0","0"
"1～4歳","0","0","0","0","0","0","1","6","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","5","0","1","2","0","0","0","0","0","0"
"20～24歳","23","12","7","5","2","0","0","0","0","0"
"25～29歳","17","4","5","2","1","0","1","0","0","0"
"30～34歳","12","8","5","1","0","0","0","0","0","0"
"35～39歳","6","1","2","0","0","0","0","0","0","0"
"40～44歳","3","6","2","0","0","0","0","0","0","0"
"45～49歳","4","1","1","0","0","0","3","1","0","0"
"50～54歳","1","3","0","0","2","1","1","0","0","0"
"55～59歳","0","1","0","0","3","0","3","0","0","0"
"60～64歳","0","1","0","0","0","0","1","0","1","0"
"65～69歳","0","0","0","0","0","0","2","1","0","0"
"70歳以上","0","0","0","0","0","0","8","2","0","0"
"合計","71","37","23","10","8","1","21","12","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","5","1","0","0"
"1～4歳","0","0","0","0","0","0","2","8","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","5","1","2","4","0","0","8","0","0","0"
"20～24歳","35","19","9","15","2","1","0","0","0","0"
"25～29歳","47","9","14","19","1","0","2","0","0","0"
"30～34歳","32","22","19","20","0","2","1","0","0","0"
"35～39歳","21","10","16","7","0","4","2","1","0","0"
"40～44歳","18","17","9","9","0","0","2","0","0","0"
"45～49歳","17","7","13","4","0","1","5","1","0","0"
"50～54歳","4","11","3","1","2","1","1","0","0","0"
"55～59歳","3","6","2","0","3","1","5","0","0","0"
"60～64歳","1","3","1","2","1","0","2","0","1","0"
"65～69歳","2","3","0","1","0","0","6","3","0","0"
"70歳以上","0","1","2","0","0","0","29","11","1","0"
"合計","185","109","90","82","9","10","72","26","2","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


