"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年27週
"集計期間終了週",2013年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8","5","13","414"
"RSウイルス感染症","19","14","33","262"
"咽頭結膜熱","127","109","236","262"
"Ａ群溶血性レンサ球菌咽頭炎","288","224","512","262"
"感染性胃腸炎","621","540","1161","262"
"水痘","114","105","219","262"
"手足口病","889","686","1575","262"
"伝染性紅斑","14","18","32","262"
"突発性発しん","100","93","193","262"
"百日咳","0","1","1","262"
"ヘルパンギーナ","303","245","548","262"
"流行性耳下腺炎","43","36","79","262"
"不明発しん症","17","13","30","262"
"川崎病","5","2","7","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","17","5","22","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","5","9","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"インフルエンザ入院","1","0","1","25"
