"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年48週
"集計期間終了週",2007年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","318","333","651","286"
"RSウイルス感染症","38","47","85","149"
"咽頭結膜熱","15","13","28","149"
"Ａ群溶血性レンサ球菌咽頭炎","190","174","364","149"
"感染性胃腸炎","1030","1040","2070","149"
"水痘","110","96","206","149"
"手足口病","28","17","45","149"
"伝染性紅斑","9","12","21","149"
"突発性発しん","46","41","87","149"
"百日咳","3","0","3","149"
"風しん","0","1","1","149"
"ヘルパンギーナ","6","6","12","149"
"麻しん（成人麻しん以外）","0","1","1","149"
"流行性耳下腺炎","20","9","29","149"
"不明発しん症","4","3","7","149"
"川崎病","0","1","1","149"
"急性出血性結膜炎","0","3","3","39"
"流行性角結膜炎","5","5","10","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","9","4","13","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
