"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年32週
"集計期間終了週",2015年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","2","3","408"
"RSウイルス感染症","34","24","58","258"
"咽頭結膜熱","66","65","131","258"
"Ａ群溶血性レンサ球菌咽頭炎","177","190","367","258"
"感染性胃腸炎","513","411","924","258"
"水痘","43","49","92","258"
"手足口病","1619","1341","2960","258"
"伝染性紅斑","86","79","165","258"
"突発性発しん","90","76","166","258"
"百日咳","2","4","6","258"
"ヘルパンギーナ","320","327","647","258"
"流行性耳下腺炎","52","40","92","258"
"不明発しん症","21","15","36","258"
"川崎病","6","2","8","258"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","17","11","28","38"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","4","5","9","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
