"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年43週
"集計期間終了週",2021年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","9","5","14","259"
"咽頭結膜熱","12","13","25","259"
"Ａ群溶血性レンサ球菌咽頭炎","45","39","84","259"
"感染性胃腸炎","404","347","751","259"
"水痘","12","10","22","259"
"手足口病","51","39","90","259"
"伝染性紅斑","2","2","4","259"
"突発性発しん","53","53","106","259"
"ヘルパンギーナ","136","114","250","259"
"流行性耳下腺炎","5","3","8","259"
"不明発しん症","8","3","11","259"
"川崎病","2","0","2","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
