"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","34","31","16","28","0","1","7","1","0","0","",""
"区南部","20","3","0","6","0","0","2","0","0","0","",""
"区西南部","3","3","1","0","1","0","3","0","0","0","",""
"区西部","39","7","26","28","0","5","5","2","0","0","",""
"区西北部","14","5","6","14","0","2","3","7","1","0","",""
"区東北部","1","0","0","0","0","0","3","4","0","0","",""
"区東部","20","9","5","17","0","1","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","10","9","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","132","58","54","94","1","9","35","29","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","9","7","2","0","0","0","5","4","1","0","",""
"区南部","6","0","0","0","0","0","1","1","0","0","",""
"区西南部","3","8","3","0","0","0","0","0","0","0","",""
"区西部","9","10","12","5","0","0","7","1","0","0","",""
"区西北部","19","5","3","5","0","0","2","1","0","0","",""
"区東北部","3","1","0","0","1","0","1","6","0","0","",""
"区東部","7","2","3","0","3","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","5","1","0","2","0","0","0","0","0","",""
"北多摩西部","13","0","1","1","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","10","10","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","83","38","25","11","7","1","27","24","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","43","38","18","28","0","1","12","5","1","0","10","4"
"区南部","26","3","0","6","0","0","3","1","0","0","3","1"
"区西南部","6","11","4","0","1","0","3","0","0","0","4","3"
"区西部","48","17","38","33","0","5","12","3","0","0","11","4"
"区西北部","33","10","9","19","0","2","5","8","1","0","6","2"
"区東北部","4","1","0","0","1","0","4","10","0","0","3","1"
"区東部","27","11","8","17","3","1","2","2","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","14","5","1","0","2","0","0","0","0","0","5","1"
"北多摩西部","14","0","1","1","1","1","0","0","0","0","2","1"
"北多摩南部","0","0","0","1","0","0","20","19","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","215","96","79","105","8","10","62","53","2","0","54","25"


