"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2024年27週"
"集計期間終了週","2024年27週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","22","0","0","1","4","0","9","0","0","1","0","0","0","0","0","0","1","0","0","0","0","7","","","","","",""
"中央区","3","17","0","0","5","6","0","17","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","23","1","2","5","5","0","50","0","0","2","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","1","35","0","4","10","11","1","33","0","0","3","1","0","0","0","1","0","0","0","0","0","0","9","","","","","",""
"文京","1","22","1","0","9","9","2","43","0","2","1","1","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"台東","1","10","5","1","6","16","1","41","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","37","2","1","4","9","0","36","0","0","13","0","0","0","0","0","0","0","2","0","0","0","3","","","","","",""
"江東区","0","37","1","3","9","32","1","106","1","3","19","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","28","1","0","7","10","0","30","1","0","17","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","24","0","0","5","4","1","40","1","2","13","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","69","5","7","17","36","0","109","3","1","45","1","2","0","0","0","0","0","1","0","0","0","2","","","","","",""
"世田谷","4","100","6","2","23","34","0","108","5","0","41","4","1","0","0","1","0","0","1","0","0","0","6","","","","","",""
"渋谷区","0","17","1","0","2","1","2","7","1","1","1","0","0","0","0","4","0","0","0","0","0","0","4","","","","","",""
"中野区","1","31","1","0","14","17","3","64","0","3","17","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","2","38","2","5","5","17","2","38","2","0","12","1","0","0","0","0","0","0","4","0","0","0","7","","","","","",""
"池袋","1","28","0","2","7","8","0","33","2","0","8","0","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"北区","4","43","3","4","11","7","1","51","5","0","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","33","10","2","11","8","1","45","3","1","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
