"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年3月"
"集計期間終了月","2017年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","1","0","1","2","0","0","3","1","0"
"20～24歳","14","1","5","9","0","0","0","0","0"
"25～29歳","24","6","7","10","0","0","2","0","0"
"30～34歳","15","7","16","15","0","0","1","0","0"
"35～39歳","12","5","8","8","0","0","0","0","0"
"40～44歳","6","8","7","8","0","0","1","0","0"
"45～49歳","8","11","9","4","0","0","1","0","0"
"50～54歳","6","10","6","4","0","0","2","1","0"
"55～59歳","3","6","2","1","0","0","1","0","0"
"60～64歳","3","5","1","1","0","0","1","0","0"
"65～69歳","1","2","1","1","0","0","1","0","0"
"70歳以上","0","4","0","0","0","0","11","1","0"
"合計","93","65","63","63","0","0","30","6","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年3月"
"集計期間終了月","2017年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","3","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","1","0","0","0","0","0","1","0","0"
"15～19歳","4","1","1","1","1","0","0","0","0"
"20～24歳","27","2","10","5","2","0","1","0","0"
"25～29歳","19","4","4","7","0","0","1","0","0"
"30～34歳","12","7","4","5","0","0","0","0","0"
"35～39歳","10","7","2","3","3","0","0","0","0"
"40～44歳","5","5","0","2","0","0","0","0","0"
"45～49歳","2","3","2","1","2","0","0","0","0"
"50～54歳","2","1","2","0","0","0","2","0","0"
"55～59歳","0","1","0","0","0","0","1","0","0"
"60～64歳","0","1","0","0","0","0","0","0","0"
"65～69歳","0","1","1","0","0","0","0","0","0"
"70歳以上","0","0","0","0","1","0","14","1","0"
"合計","82","33","26","24","9","0","26","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年3月"
"集計期間終了月","2017年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","1","0"
"1～4歳","0","0","0","0","0","0","5","0","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","1","0","0","0","0","0","1","1","0"
"15～19歳","5","1","2","3","1","0","3","1","0"
"20～24歳","41","3","15","14","2","0","1","0","0"
"25～29歳","43","10","11","17","0","0","3","0","0"
"30～34歳","27","14","20","20","0","0","1","0","0"
"35～39歳","22","12","10","11","3","0","0","0","0"
"40～44歳","11","13","7","10","0","0","1","0","0"
"45～49歳","10","14","11","5","2","0","1","0","0"
"50～54歳","8","11","8","4","0","0","4","1","0"
"55～59歳","3","7","2","1","0","0","2","0","0"
"60～64歳","3","6","1","1","0","0","1","0","0"
"65～69歳","1","3","2","1","0","0","1","0","0"
"70歳以上","0","4","0","0","1","0","25","2","0"
"合計","175","98","89","87","9","0","56","8","0"
"定点数","55","55","55","55","55","55","25","25","25"


