"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","4","9","1","1","0","4","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","16","22","2","5","1","27","2","6","0","7","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","28","36","2","31","3","64","3","62","0","11","14","0","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","49","23","0","35","8","34","1","44","1","6","16","1","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","68","21","1","44","12","42","1","37","3","1","11","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"4歳","109","15","0","27","31","32","1","36","0","1","11","0","2","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","110","21","0","30","30","32","2","21","1","0","5","1","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","118","22","0","20","29","30","5","11","0","0","5","1","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","148","26","0","10","22","19","2","7","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"8歳","161","31","0","8","13","20","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"9歳","152","39","0","2","12","15","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10～14歳","695","276","0","4","31","42","2","1","1","0","1","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","1","0"
