"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年42週
"集計期間終了週",2013年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","4","7","412"
"RSウイルス感染症","165","106","271","260"
"咽頭結膜熱","35","13","48","260"
"Ａ群溶血性レンサ球菌咽頭炎","108","87","195","260"
"感染性胃腸炎","424","391","815","260"
"水痘","68","72","140","260"
"手足口病","163","133","296","260"
"伝染性紅斑","15","13","28","260"
"突発性発しん","71","75","146","260"
"百日咳","0","1","1","260"
"ヘルパンギーナ","34","33","67","260"
"流行性耳下腺炎","23","23","46","260"
"不明発しん症","11","9","20","260"
"川崎病","1","0","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","10","19","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","2","2","4","25"
"マイコプラズマ肺炎","3","4","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
