"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年17週
"集計期間終了週",2018年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","150","149","299","412"
"RSウイルス感染症","37","37","74","260"
"咽頭結膜熱","52","48","100","260"
"Ａ群溶血性レンサ球菌咽頭炎","505","404","909","260"
"感染性胃腸炎","919","858","1777","260"
"水痘","33","38","71","260"
"手足口病","12","17","29","260"
"伝染性紅斑","41","60","101","260"
"突発性発しん","92","103","195","260"
"ヘルパンギーナ","3","2","5","260"
"流行性耳下腺炎","17","7","24","260"
"不明発しん症","6","8","14","260"
"川崎病","3","3","6","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","15","22","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","4","2","6","25"
"インフルエンザ入院","2","3","5","25"
