"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年6週
"集計期間終了週",2013年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4401","4403","8804","415"
"RSウイルス感染症","41","38","79","262"
"咽頭結膜熱","31","35","66","262"
"Ａ群溶血性レンサ球菌咽頭炎","337","295","632","262"
"感染性胃腸炎","1066","1052","2118","262"
"水痘","123","107","230","262"
"手足口病","11","11","22","262"
"伝染性紅斑","8","11","19","262"
"突発性発しん","67","58","125","262"
"百日咳","1","2","3","262"
"ヘルパンギーナ","1","2","3","262"
"流行性耳下腺炎","16","25","41","262"
"不明発しん症","11","9","20","262"
"川崎病","3","4","7","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","7","11","38"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","12","4","16","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"インフルエンザ入院","34","28","62","25"
