"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年23週
"集計期間終了週",2000年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","3","8","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","3","9","12","142"
"Ａ群溶血性レンサ球菌咽頭炎","49","49","98","142"
"感染性胃腸炎","219","177","396","142"
"水痘","102","87","189","142"
"手足口病","52","34","86","142"
"伝染性紅斑","22","20","42","142"
"突発性発しん","40","42","82","142"
"百日咳","0","0","0","142"
"風しん","1","4","5","142"
"ヘルパンギーナ","69","84","153","142"
"麻しん（成人麻しん以外）","7","8","15","142"
"流行性耳下腺炎","43","36","79","142"
"不明発しん症","17","14","31","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","12","15","27","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
