"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2015年8週"
"集計期間終了週","2015年8週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","4","2","0","1","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","11","10","0","0","35","2","1","1","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","37","19","8","9","112","3","5","3","31","1","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","43","8","5","21","88","8","0","2","3","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3歳","50","2","6","31","101","5","4","9","4","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","47","0","4","58","98","18","0","17","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","72","0","2","61","84","12","0","17","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","77","0","1","52","90","7","1","15","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","70","0","1","41","75","11","0","6","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","57","0","0","39","70","1","0","6","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","66","1","1","21","60","2","0","0","0","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","203","0","1","29","161","0","0","7","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","65","0","0","1","36","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20～29歳","36","0","0","9","111","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40～49歳","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70～79歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","1096","42","29","373","1128","70","11","84","62","6","2","42","6","0","0","3","1","1","2","0","2","4","0","0","0","0","0","4","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2015年8週"
