"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年1週
"集計期間終了週",2011年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","943","827","1770","413"
"RSウイルス感染症","69","54","123","260"
"咽頭結膜熱","71","56","127","260"
"Ａ群溶血性レンサ球菌咽頭炎","176","164","340","260"
"感染性胃腸炎","980","966","1946","260"
"水痘","307","287","594","260"
"手足口病","2","15","17","260"
"伝染性紅斑","53","63","116","260"
"突発性発しん","61","52","113","260"
"百日咳","8","9","17","260"
"ヘルパンギーナ","2","2","4","260"
"流行性耳下腺炎","66","74","140","260"
"不明発しん症","9","6","15","260"
"川崎病","3","1","4","260"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","11","8","19","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","6","5","11","23"
"クラミジア肺炎(オウム病は除く)","1","0","1","23"
"インフルエンザ入院","0","0","0","25"
