"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年51週
"集計期間終了週",2022年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","544","396","940","412"
"RSウイルス感染症","20","11","31","261"
"咽頭結膜熱","27","24","51","261"
"Ａ群溶血性レンサ球菌咽頭炎","28","24","52","261"
"感染性胃腸炎","1450","1327","2777","261"
"水痘","13","9","22","261"
"手足口病","19","19","38","261"
"伝染性紅斑","3","0","3","261"
"突発性発しん","26","27","53","261"
"ヘルパンギーナ","3","5","8","261"
"流行性耳下腺炎","7","4","11","261"
"不明発しん症","5","2","7","261"
"川崎病","3","0","3","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","4","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","8","1","9","25"
