"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2007年45週"
"集計期間終了週","2007年45週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","3","0","0","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","0","8","0","3","34","2","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","10","3","1","82","13","4","2","24","0","0","7","0","1","1","0","0","0","0","0","0","0","0"
"2歳","6","5","1","5","28","11","10","0","3","0","0","2","0","0","1","0","0","0","0","0","1","0","0"
"3歳","5","2","3","12","44","8","7","2","2","0","0","4","0","1","1","0","0","0","0","0","0","0","0"
"4歳","8","1","2","9","34","9","5","3","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0"
"5歳","6","2","0","17","29","7","3","5","0","1","0","1","0","8","0","0","0","0","0","0","0","0","0"
"6歳","14","0","2","21","30","8","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"7歳","11","0","1","10","23","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","12","0","1","12","23","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"9歳","10","0","0","11","21","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10～14歳","8","0","0","12","35","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","2","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","1","0","5","48","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"30～39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","92","32","13","120","438","62","33","20","62","2","0","19","0","20","5","0","0","12","0","1","2","1","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2007年45週"
"集計期間終了週","2007年45週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","3","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","4","0","0","37","4","0","0","18","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1歳","4","9","3","2","62","11","12","1","13","0","0","6","0","1","1","0","0","0","0","0","0","0","0"
"2歳","3","6","0","7","27","12","1","0","1","1","0","4","0","1","0","0","0","0","0","0","0","0","0"
"3歳","4","4","1","7","33","19","6","0","0","1","0","4","0","0","0","0","0","0","0","0","1","0","0"
"4歳","2","2","2","12","29","12","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","11","0","1","12","25","10","3","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"6歳","13","1","0","19","15","5","0","1","0","2","0","0","0","4","1","0","0","0","0","0","0","0","0"
"7歳","16","0","0","17","21","1","1","1","0","0","0","1","0","3","0","0","0","0","0","0","2","0","0"
"8歳","8","0","0","7","13","1","4","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
