"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年1月"
"集計期間終了月","2023年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","0","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","1","3","0","0","0","0","0"
"20～24歳","21","5","9","13","0","0","0","0","0"
"25～29歳","37","6","16","14","0","0","0","0","0"
"30～34歳","15","5","13","6","1","0","1","0","0"
"35～39歳","24","8","7","7","0","0","1","0","0"
"40～44歳","9","4","8","10","0","0","0","0","0"
"45～49歳","9","4","5","6","0","0","0","1","0"
"50～54歳","4","3","3","4","0","0","2","1","0"
"55～59歳","1","2","6","4","0","0","1","0","0"
"60～64歳","2","2","4","1","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","1","0","0","0","30","2","0"
"合計","125","39","73","68","1","0","44","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年1月"
"集計期間終了月","2023年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1～4歳","0","0","0","0","0","0","1","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","6","0","2","3","0","0","0","0","0"
"20～24歳","22","2","10","4","1","0","0","0","0"
"25～29歳","25","3","10","8","0","0","0","0","0"
"30～34歳","5","3","6","4","1","0","1","0","0"
"35～39歳","6","4","6","0","1","0","0","0","0"
"40～44歳","3","3","0","2","0","0","1","0","0"
"45～49歳","3","2","3","2","0","0","0","0","0"
"50～54歳","3","1","2","2","0","0","4","0","0"
"55～59歳","0","2","0","1","0","0","1","0","0"
"60～64歳","0","1","0","1","0","0","2","0","0"
"65～69歳","0","1","0","0","0","0","1","0","0"
"70歳以上","0","0","0","0","0","0","20","0","0"
"合計","73","22","39","27","3","0","31","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年1月"
"集計期間終了月","2023年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","1","0","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","9","0","3","6","0","0","0","0","0"
"20～24歳","43","7","19","17","1","0","0","0","0"
"25～29歳","62","9","26","22","0","0","0","0","0"
"30～34歳","20","8","19","10","2","0","2","0","0"
"35～39歳","30","12","13","7","1","0","1","0","0"
"40～44歳","12","7","8","12","0","0","1","0","0"
"45～49歳","12","6","8","8","0","0","0","1","0"
"50～54歳","7","4","5","6","0","0","6","1","0"
"55～59歳","1","4","6","5","0","0","2","0","0"
"60～64歳","2","3","4","2","0","0","2","0","0"
"65～69歳","0","1","0","0","0","0","6","0","0"
"70歳以上","0","0","1","0","0","0","50","2","0"
"合計","198","61","112","95","4","0","75","6","0"
"定点数","54","54","54","54","54","54","25","25","25"


