"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年14週"
"集計期間終了週","2025年14週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","23","18","2","0","26","95","6","2","4","3","0","2","3","0","0","1","0","0","1","0","0","0","6","","","","","",""
"区南部","10","13","5","2","24","83","5","0","4","3","0","0","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","19","17","3","3","37","63","6","1","7","0","0","0","1","0","0","1","0","0","0","0","0","1","6","","","","","",""
"区西部","20","37","2","3","50","57","2","1","1","2","0","1","0","0","0","0","0","0","0","1","1","1","3","","","","","",""
"区西北部","45","36","7","1","60","98","9","0","4","5","0","0","1","0","0","1","0","0","0","0","1","0","0","","","","","",""
"区東北部","28","26","8","3","25","84","11","0","6","5","0","0","0","0","0","1","0","0","0","0","1","0","2","","","","","",""
"区東部","26","21","4","1","31","81","7","1","5","3","0","0","0","0","0","2","0","0","0","0","0","0","2","","","","","",""
"西多摩","10","11","0","0","4","17","1","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","25","24","5","4","26","106","2","0","4","1","0","1","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","9","10","0","1","11","24","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","25","25","2","2","34","55","16","0","2","3","0","0","0","0","0","1","1","0","0","0","0","2","1","","","","","",""
"北多摩北部","11","10","1","1","39","92","6","0","13","0","0","0","0","0","0","0","0","0","0","0","1","1","6","","","","","",""
