"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年47週
"集計期間終了週",2008年47週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","76","74","150","282"
"RSウイルス感染症","70","52","122","146"
"咽頭結膜熱","20","20","40","146"
"Ａ群溶血性レンサ球菌咽頭炎","150","128","278","146"
"感染性胃腸炎","837","800","1637","146"
"水痘","88","70","158","146"
"手足口病","34","42","76","146"
"伝染性紅斑","6","11","17","146"
"突発性発しん","41","52","93","146"
"百日咳","5","2","7","146"
"ヘルパンギーナ","8","5","13","146"
"流行性耳下腺炎","40","41","81","146"
"不明発しん症","8","11","19","146"
"川崎病","2","2","4","146"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","3","12","38"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","6","7","13","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
