"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年7週
"集計期間終了週",2020年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1295","1185","2480","415"
"RSウイルス感染症","29","25","54","261"
"咽頭結膜熱","35","34","69","261"
"Ａ群溶血性レンサ球菌咽頭炎","452","441","893","261"
"感染性胃腸炎","965","898","1863","261"
"水痘","66","65","131","261"
"手足口病","13","11","24","261"
"伝染性紅斑","14","12","26","261"
"突発性発しん","39","39","78","261"
"ヘルパンギーナ","3","2","5","261"
"流行性耳下腺炎","6","5","11","261"
"不明発しん症","5","6","11","261"
"川崎病","1","1","2","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","0","8","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","7","4","11","25"
