"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年30週
"集計期間終了週",2008年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","285"
"RSウイルス感染症","1","0","1","148"
"咽頭結膜熱","61","60","121","148"
"Ａ群溶血性レンサ球菌咽頭炎","67","62","129","148"
"感染性胃腸炎","262","243","505","148"
"水痘","56","46","102","148"
"手足口病","156","101","257","148"
"伝染性紅斑","6","7","13","148"
"突発性発しん","48","44","92","148"
"百日咳","1","2","3","148"
"ヘルパンギーナ","331","335","666","148"
"流行性耳下腺炎","59","41","100","148"
"不明発しん症","19","18","37","148"
"川崎病","0","1","1","148"
"急性出血性結膜炎","0","2","2","39"
"流行性角結膜炎","12","7","19","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","2","1","3","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
