"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","27","41","11","21","0","0","7","3","0","0","",""
"区南部","12","2","3","0","0","0","1","1","1","0","",""
"区西南部","6","1","1","3","0","0","6","0","0","0","",""
"区西部","30","12","24","38","0","7","7","1","0","0","",""
"区西北部","11","4","7","6","0","0","4","1","0","0","",""
"区東北部","1","4","0","2","0","0","4","2","1","0","",""
"区東部","7","7","2","5","0","1","8","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","2","0","0","1","0","0","0","0","0","0","",""
"北多摩南部","1","0","1","0","0","0","20","8","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","6","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","97","71","49","76","0","8","60","22","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","14","7","5","1","4","0","4","1","0","0","",""
"区南部","5","2","0","0","0","0","2","0","0","0","",""
"区西南部","5","7","3","0","0","0","2","0","0","0","",""
"区西部","13","5","4","6","2","0","4","7","0","0","",""
"区西北部","13","13","4","1","1","0","3","0","0","0","",""
"区東北部","0","1","0","0","0","1","6","2","2","0","",""
"区東部","12","1","2","0","2","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","5","1","1","3","0","0","0","0","0","",""
"北多摩西部","17","2","2","2","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","21","4","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","86","43","21","11","12","2","42","16","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","41","48","16","22","4","0","11","4","0","0","10","4"
"区南部","17","4","3","0","0","0","3","1","1","0","3","1"
"区西南部","11","8","4","3","0","0","8","0","0","0","5","3"
"区西部","43","17","28","44","2","7","11","8","0","0","11","4"
"区西北部","24","17","11","7","1","0","7","1","0","0","6","2"
"区東北部","1","5","0","2","0","1","10","4","3","0","3","1"
"区東部","19","8","4","5","2","2","8","0","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","5","1","1","3","0","2","0","0","0","5","1"
"北多摩西部","19","2","2","3","0","0","0","0","0","0","2","1"
"北多摩南部","1","0","1","0","0","0","41","12","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","8","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","183","114","70","87","12","10","102","38","4","0","55","25"


