"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年48週
"集計期間終了週",2022年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","62","45","107","410"
"RSウイルス感染症","46","34","80","260"
"咽頭結膜熱","25","23","48","260"
"Ａ群溶血性レンサ球菌咽頭炎","34","20","54","260"
"感染性胃腸炎","908","838","1746","260"
"水痘","18","18","36","260"
"手足口病","31","34","65","260"
"伝染性紅斑","1","1","2","260"
"突発性発しん","37","37","74","260"
"ヘルパンギーナ","4","4","8","260"
"流行性耳下腺炎","6","4","10","260"
"不明発しん症","2","4","6","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","1","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
