"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2006年6週"
"集計期間終了週","2006年6週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","110","1","2","11","34","3","0","0","2","0","0","0","0","4","1","0","0","2","0","0","0","0","0","","","","","",""
"区南部","102","0","0","30","81","4","0","1","7","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","127","0","0","5","42","1","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","152","1","1","16","67","7","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","181","0","4","12","36","22","2","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","114","0","3","23","31","6","0","4","4","0","0","0","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","155","0","5","21","42","6","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","143","0","0","2","10","8","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","150","1","1","20","30","9","0","0","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","70","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","150","0","0","4","25","1","0","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","137","1","0","26","46","6","1","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","6","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1597","4","16","172","451","73","3","17","27","0","0","0","0","34","5","0","0","2","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2006年6週"
"集計期間終了週","2006年6週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","112","3","2","5","28","7","0","1","1","0","0","0","0","2","1","0","0","2","0","0","0","0","0","","","","","",""
"区南部","105","0","1","16","85","10","1","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","108","0","1","2","30","1","0","3","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","174","1","2","10","57","8","0","1","4","0","0","0","0","3","0","0","0","2","0","0","1","0","0","","","","","",""
"区西北部","186","0","3","10","34","10","2","3","1","0","0","0","0","10","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","117","0","2","16","22","11","0","3","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","144","0","3","18","51","6","0","3","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","140","0","2","3","13","5","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","141","1","1","29","48","5","1","2","3","0","0","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","60","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","130","0","0","3","23","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","143","2","5","15","20","2","1","3","4","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1566","7","22","131","419","66","5","24","29","0","0","0","0","35","5","0","0","4","0","0","1","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2006年6週"
"集計期間終了週","2006年6週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
