"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年15週
"集計期間終了週",2010年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","6","13","289"
"RSウイルス感染症","7","6","13","149"
"咽頭結膜熱","15","13","28","149"
"Ａ群溶血性レンサ球菌咽頭炎","136","74","210","149"
"感染性胃腸炎","687","558","1245","149"
"水痘","109","99","208","149"
"手足口病","25","13","38","149"
"伝染性紅斑","30","47","77","149"
"突発性発しん","45","44","89","149"
"百日咳","1","4","5","149"
"ヘルパンギーナ","11","5","16","149"
"流行性耳下腺炎","59","39","98","149"
"不明発しん症","5","6","11","149"
"川崎病","0","2","2","149"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","6","6","12","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","1","1","2","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
