"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年33週"
"集計期間終了週","2023年33週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","23","112","3","4","5","25","2","14","0","1","6","1","0","1","0","0","0","0","2","0","0","1","","","","","",""
"区南部","18","98","7","8","10","31","1","3","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","184","9","15","12","28","2","4","0","1","7","1","0","2","0","2","0","0","0","0","0","0","","","","","",""
"区西部","15","208","1","12","6","39","3","3","1","1","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","18","212","2","5","15","17","0","9","0","1","13","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","18","175","0","3","4","37","0","5","1","3","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","18","289","4","16","6","24","0","4","0","0","9","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","5","50","0","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","18","252","4","8","10","54","1","10","0","10","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","60","1","0","9","15","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","10","143","2","2","9","30","0","5","2","3","5","1","0","0","0","2","1","0","0","0","0","0","","","","","",""
"北多摩北部","11","128","4","1","23","28","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","191","1954","37","75","110","331","10","65","4","22","65","4","1","3","0","7","1","0","2","0","0","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年33週"
"集計期間終了週","2023年33週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","25","152","2","9","2","17","1","6","1","2","8","2","0","1","0","0","0","0","2","0","0","1","","","","","",""
"区南部","19","158","5","1","6","22","1","7","0","1","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","219","17","17","5","23","5","6","0","1","12","1","0","2","0","3","0","0","0","0","0","0","","","","","",""
"区西部","13","253","1","3","16","36","3","1","1","4","4","0","0","1","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","15","285","4","7","13","13","1","8","1","4","11","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","11","212","6","2","3","31","2","5","1","7","8","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","31","339","3","26","7","27","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","7","57","0","1","1","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","17","300","9","10","15","63","1","5","0","3","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","88","1","0","7","9","2","4","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","188","3","2","5","19","1","6","2","2","5","1","1","0","0","2","1","0","0","0","0","1","","","","","",""
"北多摩北部","4","161","2","2","15","19","0","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","37","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","186","2449","53","80","95","283","17","52","6","27","71","5","6","4","0","9","1","0","2","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年33週"
"集計期間終了週","2023年33週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","48","264","5","13","7","42","3","20","1","3","14","3","0","1","0","0","0","0","2","0","0","1","32","20","2","4","4","0"
"区南部","37","256","12","9","16","53","1","10","0","3","9","0","1","0","0","0","0","0","0","0","0","0","31","19","3","1","1","0"
"区西南部","70","403","26","32","17","51","7","10","0","2","19","1","0","2","0","5","0","0","0","0","0","0","38","23","3","3","3","0"
"区西部","28","461","2","15","22","75","3","4","1","5","6","0","0","1","0","3","0","0","0","0","0","0","36","23","4","4","4","0"
"区西北部","33","497","6","12","28","30","1","17","1","5","24","0","2","0","0","2","0","0","0","0","0","0","50","31","6","2","2","0"
"区東北部","29","387","6","5","7","68","2","10","1","10","11","0","0","0","0","2","0","0","0","0","0","0","40","25","4","1","1","0"
"区東部","49","628","7","42","13","51","0","5","0","0","12","2","0","0","0","0","0","0","0","0","0","1","39","24","4","1","1","0"
"西多摩","12","107","0","1","2","7","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","35","552","13","18","25","117","2","15","0","13","15","0","1","0","0","0","0","0","0","0","0","0","43","27","4","1","1","0"
"北多摩西部","2","148","2","0","16","24","3","4","0","1","8","0","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","17","331","5","4","14","49","1","11","2","5","10","1","1","0","0","2","1","0","0","0","0","1","33","21","3","3","3","0"
"北多摩北部","15","289","6","3","38","47","0","4","0","1","7","0","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","80","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","375","4403","90","154","205","614","23","113","6","49","136","7","6","4","0","14","1","0","2","0","0","3","401","250","38","25","25","0"


