"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年27週"
"集計期間終了週","2002年27週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","6","6","11","6","10","6","3","0","0","40","1","2","2","0","1","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","4","10","30","10","17","17","2","0","0","35","1","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","2","30","6","16","4","1","0","0","32","0","9","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","1","44","10","14","3","4","0","0","19","0","5","2","0","0","7","0","0","0","1","0","0","","","","","",""
"区西北部","0","0","0","3","16","13","7","11","8","0","1","43","0","1","0","1","0","1","0","0","2","0","0","0","","","","","",""
"区東北部","0","0","0","6","22","8","13","0","1","0","0","31","1","7","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区東部","0","0","0","6","19","2","10","2","2","0","0","32","0","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","8","6","5","0","3","0","0","3","0","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","2","20","5","12","2","4","0","0","26","0","3","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","0","7","4","6","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","7","10","15","0","3","2","0","0","8","0","8","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","3","22","4","5","1","1","0","0","28","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","14","48","239","89","115","49","31","0","1","299","3","53","19","1","1","12","0","0","3","1","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年27週"
"集計期間終了週","2002年27週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","10","10","7","9","4","4","0","0","39","1","2","2","0","1","4","0","0","0","0","0","0","","","","","",""
"区南部","0","0","4","4","16","6","15","19","2","0","0","42","1","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","0","4","21","5","12","1","7","0","0","32","0","5","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","4","39","7","11","3","4","0","0","25","0","5","1","0","0","3","0","0","0","1","0","0","","","","","",""
"区西北部","0","0","0","4","18","11","3","9","3","0","1","32","1","5","1","1","0","1","0","0","2","4","0","0","","","","","",""
"区東北部","0","0","0","5","11","5","9","1","2","0","0","22","1","5","3","0","0","1","0","0","1","0","0","0","","","","","",""
"区東部","0","0","0","8","15","6","15","2","3","0","0","28","1","7","4","0","0","1","0","0","0","0","0","1","","","","","",""
"西多摩","0","0","0","2","5","3","6","2","2","0","0","4","0","7","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","1","15","5","6","4","2","0","1","22","0","5","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","0","5","5","6","1","2","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","1","9","6","4","1","1","0","0","13","0","6","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","8","16","9","4","3","2","0","0","24","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","0","9","51","180","75","100","50","34","0","2","285","5","55","22","2","1","12","0","0","3","5","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2002年27週"
"集計期間終了週","2002年27週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
