"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年7週
"集計期間終了週",2016年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6262","6151","12413","415"
"RSウイルス感染症","16","16","32","261"
"咽頭結膜熱","25","27","52","261"
"Ａ群溶血性レンサ球菌咽頭炎","365","373","738","261"
"感染性胃腸炎","954","935","1889","261"
"水痘","53","45","98","261"
"手足口病","4","4","8","261"
"伝染性紅斑","41","36","77","261"
"突発性発しん","61","50","111","261"
"百日咳","1","1","2","261"
"ヘルパンギーナ","1","0","1","261"
"流行性耳下腺炎","85","80","165","261"
"不明発しん症","7","8","15","261"
"川崎病","3","2","5","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","11","22","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","6","5","11","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","4","9","13","25"
"インフルエンザ入院","41","30","71","25"
