"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年27週
"集計期間終了週",2009年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","13","20","288"
"RSウイルス感染症","9","8","17","148"
"咽頭結膜熱","22","22","44","148"
"Ａ群溶血性レンサ球菌咽頭炎","103","100","203","148"
"感染性胃腸炎","291","299","590","148"
"水痘","73","63","136","148"
"手足口病","44","55","99","148"
"伝染性紅斑","40","30","70","148"
"突発性発しん","52","53","105","148"
"百日咳","1","2","3","148"
"ヘルパンギーナ","32","19","51","148"
"流行性耳下腺炎","68","59","127","148"
"不明発しん症","11","6","17","148"
"川崎病","4","0","4","148"
"急性出血性結膜炎","2","1","3","38"
"流行性角結膜炎","10","12","22","38"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","4","5","9","23"
"クラミジア肺炎(オウム病は除く)","1","0","1","23"
