"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年49週"
"集計期間終了週","2002年49週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","1","11","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","1","0","4","4","35","5","3","0","18","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","1","115","15","0","0","17","0","0","2","1","2","1","0","0","0","0","0","0","1","0","0"
"2歳","0","0","1","2","111","21","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0"
"3歳","2","0","1","6","96","24","0","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"4歳","1","0","0","6","105","28","2","2","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"5歳","2","0","1","12","85","11","0","4","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0"
"6歳","1","0","0","6","68","5","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","7","47","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","3","24","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0"
"9歳","2","0","0","4","25","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10～14歳","8","0","0","1","58","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"15～19歳","2","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"20～29歳","4","0","0","4","64","0","0","0","2","0","0","1","1","1","0","0","0","2","0","0","0","0","0","1"
"30～39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","29","0","7","58","855","114","5","8","42","0","0","4","2","32","6","0","0","8","0","1","0","2","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年49週"
"集計期間終了週","2002年49週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","4","0","32","6","0","0","17","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","1","0","0","0","96","15","3","0","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","3","78","23","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","2","0","2","1","84","18","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","1","0","0","7","100","9","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","2","0","0"
"5歳","1","0","1","7","68","11","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0"
"6歳","0","0","0","2","49","5","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","11","38","0","0","2","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","4","23","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","4","0","0","2","39","3","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","0","16","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"20～29歳","4","0","4","3","169","0","0","0","5","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0"
"30～39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
