"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年3週
"集計期間終了週",2005年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","433","372","805","178"
"RSウイルス感染症","3","3","6","142"
"咽頭結膜熱","15","16","31","142"
"Ａ群溶血性レンサ球菌咽頭炎","63","63","126","142"
"感染性胃腸炎","704","711","1415","142"
"水痘","85","77","162","142"
"手足口病","11","8","19","142"
"伝染性紅斑","20","18","38","142"
"突発性発しん","41","49","90","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","0","2","2","142"
"麻しん（成人麻しん以外）","3","0","3","142"
"流行性耳下腺炎","50","40","90","142"
"不明発しん症","2","4","6","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","2","7","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
