"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年12週
"集計期間終了週",2022年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","410"
"RSウイルス感染症","0","1","1","256"
"咽頭結膜熱","6","5","11","256"
"Ａ群溶血性レンサ球菌咽頭炎","9","17","26","256"
"感染性胃腸炎","443","377","820","256"
"水痘","6","3","9","256"
"手足口病","3","1","4","256"
"伝染性紅斑","1","2","3","256"
"突発性発しん","33","38","71","256"
"ヘルパンギーナ","3","1","4","256"
"流行性耳下腺炎","2","3","5","256"
"不明発しん症","0","2","2","256"
"川崎病","1","0","1","256"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","0","1","1","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
