"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","2","16","1","0","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","9","37","5","2","69","1","3","0","18","11","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","10","18","70","21","8","129","2","15","0","36","76","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","6","5","33","17","12","107","1","10","0","10","67","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","13","9","21","5","25","118","3","7","0","0","51","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","17","11","9","4","41","115","1","6","1","1","60","4","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","31","9","8","5","58","121","1","5","0","2","34","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","31","11","0","4","50","95","1","3","1","1","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","30","8","1","4","34","83","1","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","47","9","0","3","20","63","6","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","31","16","0","0","11","42","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","75","136","1","0","16","100","4","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"15～19歳","28","123","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","7","153","0","3","6","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","13","126","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","17","146","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","5","148","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
