"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年3週
"集計期間終了週",2016年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2377","2265","4642","415"
"RSウイルス感染症","54","58","112","262"
"咽頭結膜熱","45","33","78","262"
"Ａ群溶血性レンサ球菌咽頭炎","439","355","794","262"
"感染性胃腸炎","1189","1086","2275","262"
"水痘","70","70","140","262"
"手足口病","4","3","7","262"
"伝染性紅斑","62","35","97","262"
"突発性発しん","67","44","111","262"
"百日咳","1","3","4","262"
"ヘルパンギーナ","1","1","2","262"
"流行性耳下腺炎","66","52","118","262"
"不明発しん症","6","4","10","262"
"川崎病","1","3","4","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","6","18","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","8","4","12","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","18","13","31","25"
