"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2014年34週"
"集計期間終了週","2014年34週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","3","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","2","2","1","4","1","0","1","2","0","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","4","4","9","0","0","0","1","0","6","8","3","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","3","0","1","2","0","2","2","3","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","5","0","4","0","1","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","5","1","2","6","0","6","2","4","0","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","2","4","2","26","4","4","1","11","0","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","2","3","2","16","4","1","0","5","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","1","1","8","0","3","3","1","0","6","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"大田区","0","0","3","7","32","4","1","1","4","1","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","2","5","11","12","2","3","3","6","0","22","1","0","0","0","1","1","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","7","1","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"中野区","0","1","1","1","12","0","3","1","0","0","12","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","6","1","12","4","4","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","1","0","1","6","2","3","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","0","5","6","4","0","4","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","3","0","0","8","0","1","0","2","0","4","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","1","6","2","8","0","1","0","4","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","7","4","12","1","8","3","2","0","17","3","1","0","0","3","0","0","0","0","0","0","","","","","",""
"足立","0","1","1","11","16","3","6","0","1","1","9","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","0","1","0","3","24","4","2","0","1","0","8","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","1","5","25","3","2","0","7","0","7","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","6","1","12","23","2","3","9","1","0","8","6","1","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","0","4","1","3","28","2","1","3","3","0","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","9","3","2","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","5","18","3","7","1","1","0","13","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
