"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年12週
"集計期間終了週",2021年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","410"
"RSウイルス感染症","7","8","15","257"
"咽頭結膜熱","13","9","22","257"
"Ａ群溶血性レンサ球菌咽頭炎","49","44","93","257"
"感染性胃腸炎","366","295","661","257"
"水痘","10","14","24","257"
"手足口病","4","2","6","257"
"伝染性紅斑","1","1","2","257"
"突発性発しん","66","51","117","257"
"ヘルパンギーナ","3","2","5","257"
"流行性耳下腺炎","6","5","11","257"
"不明発しん症","3","3","6","257"
"川崎病","0","3","3","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","0","3","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
