"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年22週"
"集計期間終了週","2016年22週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","0","1","1","3","15","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","1","1","4","9","13","2","2","1","1","0","7","2","0","1","0","0","0","0","0","1","0","0","","","","","",""
"新宿区","1","1","5","10","17","1","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"文京","0","0","2","6","18","3","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","12","5","16","0","3","0","1","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","11","10","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","1","12","51","1","4","0","6","0","4","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"品川区","0","0","2","16","22","2","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","13","20","0","0","1","2","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","1","10","26","57","3","0","3","2","0","2","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","0","5","62","52","6","1","1","5","0","5","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","3","6","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","0","1","5","9","38","4","1","0","3","0","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","0","0","8","12","26","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","4","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","3","0","2","6","26","1","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","4","14","8","0","1","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","8","11","7","1","1","7","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","1","3","37","48","4","0","0","9","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","2","0","4","37","60","5","2","0","5","0","0","6","0","0","0","4","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","5","27","29","3","4","3","2","0","1","1","1","0","0","2","0","0","2","0","1","0","","","","","",""
"江戸川","0","0","6","10","50","2","2","1","8","0","3","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","7","16","92","0","1","1","2","0","0","9","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","0","3","11","48","3","0","0","6","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","4","19","1","0","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","2","8","44","0","0","0","5","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
