"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年5週
"集計期間終了週",2024年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4651","3747","8398","414"
"新型コロナウイルス感染症（COVID-19）","2275","2438","4713","414"
"RSウイルス感染症","6","10","16","261"
"咽頭結膜熱","72","57","129","261"
"Ａ群溶血性レンサ球菌咽頭炎","587","503","1090","261"
"感染性胃腸炎","1334","1154","2488","261"
"水痘","11","14","25","261"
"手足口病","10","6","16","261"
"伝染性紅斑","13","7","20","261"
"突発性発しん","33","32","65","261"
"ヘルパンギーナ","1","1","2","261"
"流行性耳下腺炎","7","6","13","261"
"不明発しん症","1","2","3","261"
"川崎病","2","3","5","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","3","8","11","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","27","16","43","25"
"COVID-19入院","106","81","187","25"
