"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年47週
"集計期間終了週",2011年47週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13","16","29","417"
"RSウイルス感染症","60","52","112","263"
"咽頭結膜熱","32","28","60","263"
"Ａ群溶血性レンサ球菌咽頭炎","293","281","574","263"
"感染性胃腸炎","1042","902","1944","263"
"水痘","235","203","438","263"
"手足口病","73","57","130","263"
"伝染性紅斑","33","30","63","263"
"突発性発しん","74","90","164","263"
"百日咳","3","5","8","263"
"ヘルパンギーナ","9","10","19","263"
"流行性耳下腺炎","54","26","80","263"
"不明発しん症","7","8","15","263"
"川崎病","4","4","8","263"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","13","7","20","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","4","0","4","25"
"マイコプラズマ肺炎","35","31","66","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
