"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年34週
"集計期間終了週",2017年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","14","26","40","402"
"RSウイルス感染症","331","295","626","249"
"咽頭結膜熱","80","57","137","249"
"Ａ群溶血性レンサ球菌咽頭炎","122","118","240","249"
"感染性胃腸炎","429","367","796","249"
"水痘","30","24","54","249"
"手足口病","1270","1077","2347","249"
"伝染性紅斑","6","15","21","249"
"突発性発しん","59","56","115","249"
"百日咳","2","2","4","249"
"ヘルパンギーナ","238","229","467","249"
"流行性耳下腺炎","22","16","38","249"
"不明発しん症","17","13","30","249"
"川崎病","4","2","6","249"
"急性出血性結膜炎","2","0","2","38"
"流行性角結膜炎","18","14","32","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","4","6","10","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","4","3","7","25"
