"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年19週
"集計期間終了週",2024年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","43","39","82","419"
"新型コロナウイルス感染症（COVID-19）","450","505","955","419"
"RSウイルス感染症","162","124","286","264"
"咽頭結膜熱","57","36","93","264"
"Ａ群溶血性レンサ球菌咽頭炎","394","354","748","264"
"感染性胃腸炎","537","475","1012","264"
"水痘","36","32","68","264"
"手足口病","34","36","70","264"
"伝染性紅斑","23","25","48","264"
"突発性発しん","44","40","84","264"
"ヘルパンギーナ","4","1","5","264"
"流行性耳下腺炎","9","11","20","264"
"不明発しん症","11","4","15","264"
"川崎病","9","1","10","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","8","17","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
"COVID-19入院","54","23","77","25"
