"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2011年30週"
"集計期間終了週","2011年30週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","3","1","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","1","0","9","0","0","0","8","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","1","7","2","3","15","0","45","0","5","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","4","5","9","14","0","27","0","1","0","26","2","0","0","0","1","0","2","3","0","0","","","","","",""
"文京","0","0","2","1","0","1","15","1","0","0","15","1","0","0","0","0","0","0","1","0","0","","","","","",""
"台東","0","0","0","1","16","2","18","0","1","0","19","2","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","2","2","4","2","19","1","3","0","8","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","4","7","26","3","80","2","4","0","78","1","5","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","3","1","17","1","50","3","2","0","18","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","2","1","9","0","0","0","6","0","0","1","0","0","0","0","0","0","0","","","","","",""
"大田区","0","5","9","11","34","7","107","15","3","0","57","4","4","1","0","1","0","0","2","0","0","","","","","",""
"世田谷","0","0","8","15","31","8","84","7","4","0","77","2","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","2","0","2","1","27","0","1","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","5","13","1","43","0","2","0","21","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","11","14","3","50","0","2","0","24","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","2","0","4","0","13","0","1","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","0","10","2","20","1","2","0","38","2","1","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","1","5","1","7","2","24","1","0","0","61","0","2","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","1","10","7","12","1","5","0","20","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","6","8","22","2","101","5","4","0","62","7","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","1","1","13","36","3","33","2","5","1","107","3","1","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","1","23","6","20","2","6","0","39","1","2","0","0","0","0","0","2","0","0","","","","","",""
"江戸川","0","4","7","4","30","2","43","2","11","0","98","6","8","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","5","5","8","52","11","148","9","4","0","38","5","5","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","1","16","29","4","55","1","1","0","70","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","7","3","8","2","32","1","4","0","15","3","0","1","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","0","2","3","10","7","73","4","5","0","28","4","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩立川","0","0","2","9","29","3","110","1","6","1","40","2","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","11","9","14","8","185","8","4","0","48","3","6","0","0","1","0","1","2","0","0","","","","","",""
"多摩小平","0","3","17","22","63","5","148","5","9","1","88","5","2","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","33","105","166","539","95","1614","72","95","3","1128","56","47","4","0","7","0","4","11","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2011年30週"
"集計期間終了週","2011年30週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","0","0","0","0","1","1","8","0","1","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","6","0","0","7","0","38","1","1","0","9","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","2","2","3","3","1","18","1","1","0","16","3","3","0","0","0","0","1","0","0","0","","","","","",""
"文京","0","0","2","2","3","1","10","1","0","0","10","0","0","0","0","1","0","0","1","0","0","","","","","",""
"台東","0","0","2","0","14","0","7","2","2","0","18","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","1","1","3","0","18","4","1","0","15","0","2","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","1","0","7","31","3","53","2","2","0","71","1","2","0","0","1","0","0","0","0","0","","","","","",""
"品川区","0","0","2","1","13","0","35","0","4","0","29","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","2","2","0","8","0","0","0","12","1","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","0","7","6","10","23","6","82","4","4","1","29","0","6","0","0","0","0","0","2","0","0","","","","","",""
"世田谷","0","0","2","13","28","6","72","3","4","0","60","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","4","0","2","0","12","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","1","0","3","4","3","44","0","1","0","27","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","7","13","3","43","1","3","1","17","1","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","1","1","2","0","6","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","5","2","13","1","3","0","32","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","2","2","7","2","16","0","2","0","53","1","4","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","1","8","1","15","1","2","0","16","2","2","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","6","13","16","2","74","3","4","0","37","0","2","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","2","6","22","9","21","1","6","0","118","1","2","0","0","3","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","3","4","1","13","0","2","0","31","0","1","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","0","4","8","5","27","2","42","1","8","0","83","3","2","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","2","7","46","8","107","8","5","1","57","1","0","0","0","1","0","0","0","0","0","","","","","",""
