"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年6月"
"集計期間終了月","2001年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1～4歳","0","0","0","0","0","0","3","6","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","5","2","2","3","0","0","2","0","0"
"20～24歳","33","5","5","20","0","0","0","0","0"
"25～29歳","36","6","6","27","0","1","0","0","0"
"30～34歳","29","8","3","19","0","2","3","0","0"
"35～39歳","13","6","5","17","0","0","1","2","0"
"40～44歳","8","3","0","6","0","0","0","0","0"
"45～49歳","3","1","0","5","0","0","1","0","0"
"50～54歳","7","2","1","4","0","0","3","0","0"
"55～59歳","2","0","0","2","0","0","5","0","0"
"60～64歳","1","2","0","0","0","0","6","1","0"
"65～69歳","2","0","0","0","0","0","14","1","1"
"70歳以上","2","0","0","0","0","0","34","5","2"
"合計","141","35","22","103","0","3","75","18","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年6月"
"集計期間終了月","2001年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","3","0"
"1～4歳","0","0","0","0","0","0","0","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","14","3","4","4","3","0","0","0","0"
"20～24歳","37","10","7","6","3","0","1","0","0"
"25～29歳","35","16","5","7","8","1","0","0","0"
"30～34歳","21","6","0","2","1","0","1","0","0"
"35～39歳","5","6","0","0","4","0","1","0","0"
"40～44歳","4","4","0","0","2","0","3","0","0"
"45～49歳","5","2","1","0","1","0","1","0","0"
"50～54歳","0","3","0","0","2","0","1","0","0"
"55～59歳","0","1","0","0","1","0","0","0","0"
"60～64歳","0","0","0","0","0","0","2","0","0"
"65～69歳","0","0","0","0","1","0","6","0","0"
"70歳以上","0","0","0","0","0","0","12","1","0"
"合計","121","51","17","19","26","1","34","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2001年6月"
"集計期間終了月","2001年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","5","0"
"1～4歳","0","0","0","0","0","0","3","6","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","19","5","6","7","3","0","2","0","0"
"20～24歳","70","15","12","26","3","0","1","0","0"
"25～29歳","71","22","11","34","8","2","0","0","0"
"30～34歳","50","14","3","21","1","2","4","0","0"
"35～39歳","18","12","5","17","4","0","2","2","0"
"40～44歳","12","7","0","6","2","0","3","0","0"
"45～49歳","8","3","1","5","1","0","2","0","0"
"50～54歳","7","5","1","4","2","0","4","0","0"
"55～59歳","2","1","0","2","1","0","5","0","0"
"60～64歳","1","2","0","0","0","0","8","1","0"
"65～69歳","2","0","0","0","1","0","20","1","1"
"70歳以上","2","0","0","0","0","0","46","6","2"
"合計","262","86","39","122","26","4","109","22","3"
"定点数","41","41","41","41","41","41","25","25","25"


