"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年43週
"集計期間終了週",2009年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3784","3517","7301","288"
"RSウイルス感染症","6","6","12","148"
"咽頭結膜熱","6","5","11","148"
"Ａ群溶血性レンサ球菌咽頭炎","65","49","114","148"
"感染性胃腸炎","163","161","324","148"
"水痘","42","30","72","148"
"手足口病","38","37","75","148"
"伝染性紅斑","6","10","16","148"
"突発性発しん","46","47","93","148"
"百日咳","1","1","2","148"
"ヘルパンギーナ","12","17","29","148"
"流行性耳下腺炎","65","52","117","148"
"不明発しん症","12","4","16","148"
"川崎病","0","2","2","148"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","10","7","17","39"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","2","5","23"
"クラミジア肺炎(オウム病は除く)","1","1","2","23"
