"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年6週
"集計期間終了週",2001年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","182","138","320","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","0","1","1","142"
"Ａ群溶血性レンサ球菌咽頭炎","54","47","101","142"
"感染性胃腸炎","628","630","1258","142"
"水痘","90","80","170","142"
"手足口病","3","3","6","142"
"伝染性紅斑","38","26","64","142"
"突発性発しん","25","32","57","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","2","3","5","142"
"麻しん（成人麻しん以外）","6","6","12","142"
"流行性耳下腺炎","58","55","113","142"
"不明発しん症","3","4","7","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","19","7","26","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
