"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年37週
"集計期間終了週",2004年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","1","1","142"
"咽頭結膜熱","11","11","22","142"
"Ａ群溶血性レンサ球菌咽頭炎","17","17","34","142"
"感染性胃腸炎","179","162","341","142"
"水痘","22","22","44","142"
"手足口病","54","54","108","142"
"伝染性紅斑","13","16","29","142"
"突発性発しん","56","50","106","142"
"百日咳","0","1","1","142"
"風しん","1","2","3","142"
"ヘルパンギーナ","30","34","64","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","30","21","51","142"
"不明発しん症","8","5","13","142"
"川崎病","1","3","4","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","14","3","17","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
