"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年26週"
"集計期間終了週","2010年26週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","1","0","0","2","1","1","0","2","0","2","0","0","0","0","0","0","0","0","0"
"～1歳","0","1","2","1","23","3","14","2","32","0","27","0","3","0","0","0","0","0","0","0"
"1歳","0","1","6","0","51","16","38","2","22","0","105","0","6","0","0","1","0","0","2","0"
"2歳","0","0","2","5","39","13","31","2","6","0","98","4","1","0","0","1","0","0","0","0"
"3歳","0","1","5","7","36","17","25","5","0","1","67","6","3","0","0","0","0","0","0","1"
"4歳","0","1","2","20","34","23","32","9","0","0","63","19","2","0","0","0","0","0","1","0"
"5歳","0","0","5","13","28","20","16","9","0","0","41","13","2","0","0","0","0","0","0","0"
"6歳","0","0","0","18","27","8","13","3","0","0","19","8","0","0","0","0","0","0","0","0"
"7歳","0","0","4","7","21","7","5","1","0","1","5","6","0","0","0","0","0","0","0","0"
"8歳","0","0","2","4","17","5","4","4","0","0","7","7","0","0","0","0","0","0","0","0"
"9歳","0","0","1","5","16","2","1","1","0","2","1","3","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","10","30","1","3","0","0","2","4","6","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","2","3","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0"
"20～29歳","1","1","2","6","24","0","2","0","0","1","1","3","0","0","0","2","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"合計","3","6","31","98","351","117","185","38","62","8","443","75","17","0","1","7","1","0","3","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年26週"
"集計期間終了週","2010年26週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","2","0","0","4","2","2","0","1","0","1","0","1","0","0","0","0","0","0","0"
"～1歳","0","3","1","0","21","5","7","1","27","0","28","0","1","0","0","0","0","0","0","0"
"1歳","0","1","6","2","30","14","41","2","19","0","106","0","3","0","0","0","0","0","1","0"
"2歳","0","1","6","4","35","15","24","2","3","0","87","4","1","0","0","1","0","0","1","0"
"3歳","1","0","4","4","25","16","28","2","0","0","64","9","1","0","0","0","0","0","0","0"
"4歳","0","0","1","13","33","21","22","8","1","0","48","12","1","0","0","0","0","0","0","0"
"5歳","0","0","0","11","19","12","9","4","0","0","40","12","0","0","0","0","0","0","1","0"
"6歳","0","0","1","17","20","5","5","7","1","0","24","5","0","0","0","0","0","0","0","0"
"7歳","0","0","1","8","11","3","3","3","0","0","13","13","0","0","1","0","0","0","0","0"
"8歳","0","0","2","15","12","4","3","3","0","0","6","3","1","0","0","0","0","0","0","0"
"9歳","0","0","1","5","9","1","1","1","0","0","4","4","0","0","0","0","0","0","0","0"
"10～14歳","0","0","2","16","23","1","5","3","0","3","5","4","0","0","1","0","0","0","0","0"
"15～19歳","0","0","0","0","3","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0"
"20～29歳","2","1","0","8","47","1","5","1","0","6","5","1","0","0","0","2","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
