"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年41週
"集計期間終了週",2008年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","11","8","19","285"
"RSウイルス感染症","47","41","88","147"
"咽頭結膜熱","10","14","24","147"
"Ａ群溶血性レンサ球菌咽頭炎","110","98","208","147"
"感染性胃腸炎","295","233","528","147"
"水痘","34","40","74","147"
"手足口病","110","68","178","147"
"伝染性紅斑","5","5","10","147"
"突発性発しん","44","56","100","147"
"百日咳","0","1","1","147"
"ヘルパンギーナ","18","19","37","147"
"流行性耳下腺炎","40","38","78","147"
"不明発しん症","4","10","14","147"
"川崎病","2","2","4","147"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","8","10","18","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","2","2","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
