"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","33","36","20","13","0","1","11","1","0","",""
"区南部","2","0","0","2","0","0","2","0","0","",""
"区西南部","3","3","1","0","0","0","5","0","0","",""
"区西部","36","11","19","37","0","4","37","4","0","",""
"区西北部","20","3","6","17","0","0","6","3","1","",""
"区東北部","2","0","3","0","0","0","8","5","0","",""
"区東部","15","6","4","17","0","1","1","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","3","0","0","20","8","1","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","114","59","53","89","0","6","90","22","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","11","2","2","1","0","4","1","0","",""
"区南部","2","1","0","0","0","0","0","0","0","",""
"区西南部","3","4","3","0","0","0","3","0","0","",""
"区西部","7","10","8","3","3","0","12","0","1","",""
"区西北部","10","8","6","2","3","0","6","2","0","",""
"区東北部","0","0","0","0","0","0","0","2","0","",""
"区東部","13","3","0","0","3","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","5","0","1","2","0","0","0","0","",""
"北多摩西部","21","3","2","2","2","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","17","5","1","",""
"北多摩北部","1","0","0","0","1","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","76","45","21","10","15","0","42","10","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","44","47","22","15","1","1","15","2","0","10","4"
"区南部","4","1","0","2","0","0","2","0","0","3","1"
"区西南部","6","7","4","0","0","0","8","0","0","3","2"
"区西部","43","21","27","40","3","4","49","4","1","11","4"
"区西北部","30","11","12","19","3","0","12","5","1","6","2"
"区東北部","2","0","3","0","0","0","8","7","0","3","1"
"区東部","28","9","4","17","3","1","1","1","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","8","5","0","1","2","0","0","0","0","5","1"
"北多摩西部","22","3","2","2","2","0","0","0","0","2","1"
"北多摩南部","2","0","0","3","0","0","37","13","2","3","3"
"北多摩北部","1","0","0","0","1","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","190","104","74","99","15","6","132","32","4","53","24"


